wkt_geom,id,join_segment_id,join_length,distance
Point (120.99197460444887042 14.65737122346021515),,1000358018,0.0007,2.72E-05
Point (120.99198852957768224 14.65740378067839522),,1000358018,0.0007,5.40E-06
Point (120.99214402684910397 14.65735213819214167),,1000358018,0.0007,4.56E-05
Point (120.99226006958899404 14.65741276197910992),,1000358018,0.0007,1.55E-05
Point (120.99221945463006023 14.65734427955185026),,1000358018,0.0007,5.31E-05
Point (120.99232621395074716 14.65738469541314615),,1000358018,0.0007,1.23E-05
Point (120.99236218720010072 14.65742735659199347),,1000358018,0.0007,3.05E-05
Point (120.99239351873987403 14.65739592203996189),,1000358018,0.0007,7.59E-07
Point (120.99248055079478092 14.65738357275043136),,1000358017,0.0005,1.44E-05
Point (120.99251188233458265 14.65743858321660831),,1000358017,0.0005,3.95E-05
Point (120.99261399994566091 14.6574251112669991),,1000358017,0.0005,2.25E-05
Point (120.99263024592923443 14.65736561014624151),,1000358017,0.0005,3.76E-05
Point (120.99269058815400513 14.65739143138931055),,1000358017,0.0005,1.39E-05
Point (120.99270219242798419 14.65742286594197807),,1000358017,0.0005,1.72E-05
Point (120.99280895174865691 14.65743858321660831),,1000358017,0.0005,2.92E-05
Point (120.99282635815964682 14.6574082713288032),,1000358017,0.0005,1.72E-06
Point (120.99286581269122109 14.65738132742499289),,1000358017,0.0005,3.00E-05
Point (120.9927822619185207 14.65734764754058794),,1000358017,0.0005,6.08E-05
Point (120.9929598073105268 14.65734540221476578),,1000358016,0.0002,6.78E-05
Point (120.99297837414890466 14.65739367671463711),,1000358016,0.0002,1.97E-05
Point (120.99301898910785269 14.65736561014624151),,1000358016,0.0002,4.80E-05
Point (120.99293079662555783 14.65743633789174183),,1000358016,0.0002,2.34E-05
Point (120.99311762543678128 14.65739143138931055),,1000358015,0.0002,2.30E-05
Point (120.99323947031365378 14.65744868717829341),,1000358015,0.0002,3.34E-05
Point (120.99324991416024488 14.6574183752918632),,1000358014,0.0008,3.07E-06
Point (120.99327776441781168 14.65739479937731105),,1000358014,0.0008,2.05E-05
Point (120.99329865211097967 14.6573386662371874),,1000358014,0.0008,7.67E-05
Point (120.99338220288370849 14.65736897813463635),,1000358014,0.0008,4.64E-05
Point (120.99340193014948852 14.65739704470261096),,1000358014,0.0008,1.84E-05
Point (120.99339960929466997 14.65745317782777235),,1000358014,0.0008,3.77E-05
Point (120.99335435262612748 14.6574183752918632),,1000358014,0.0008,2.97E-06
Point (120.99356438998529484 14.65738020476226566),,1000358014,0.0008,3.54E-05
Point (120.99353653972772804 14.65734427955185026),,1000358014,0.0008,7.13E-05
Point (120.99353189801813357 14.65742735659199347),,1000358014,0.0008,1.18E-05
Point (120.99352957716334345 14.65739929002789843),,1000358014,0.0008,1.63E-05
Point (120.99365258246761812 14.65737683677403602),,1000358014,0.0008,3.88E-05
Point (120.99362357178264915 14.6574262339294954),,1000358014,0.0008,1.06E-05
Point (120.99370132041838133 14.65740041269052263),,1000358014,0.0008,1.53E-05
Point (120.9937198872567734 14.65744980984066359),,1000358014,0.0008,3.41E-05
Point (120.99365722417721258 14.6574554231524754),,1000358014,0.0008,3.98E-05
Point (120.99376746478009181 14.65740490334100699),,1000358014,0.0008,1.09E-05
Point (120.99381620273085503 14.65737908209952778),,1000358014,0.0008,3.67E-05
Point (120.99383592999663506 14.6574217432794569),,1000358014,0.0008,5.91E-06
Point (120.99382896743225047 14.65744868717829341),,1000358014,0.0008,3.29E-05
Point (120.99387654495566835 14.65734652487767065),,1000358014,0.0008,6.93E-05
Point (120.99389163051183971 14.65737459144852117),,1000358014,0.0008,4.13E-05
Point (120.99389163051183971 14.65740153535314683),,1000358014,0.0008,1.43E-05
Point (120.99397634171195648 14.65743521522928283),,1000358014,0.0008,1.93E-05
Point (120.99396937914755767 14.65746552711337181),,1000358014,0.0008,4.96E-05
Point (120.99402624009009344 14.65743521522928283),,1000358013,0.0008,1.92E-05
Point (120.99401231496131004 14.65740153535314683),,1000358014,0.0008,1.45E-05
Point (120.99397286042976418 14.65735101552924924),,1000358014,0.0008,6.49E-05
Point (120.99405873205726891 14.65738132742499289),,1000358013,0.0008,3.51E-05
Point (120.99408658231486413 14.65744195120388227),,1000358013,0.0008,2.52E-05
Point (120.99411791385460901 14.6574666497756656),,1000358013,0.0008,4.95E-05
Point (120.99415272667657462 14.65741725262932782),,1000358013,0.0008,3.53E-07
Point (120.99410398872582562 14.65735101552924924),,1000358013,0.0008,6.60E-05
Point (120.99417361436975682 14.65738245008771834),,1000358013,0.0008,3.54E-05
Point (120.99418173736155779 14.65734989286637102),,1000358013,0.0008,6.81E-05
Point (120.99422467317532437 14.65738020476225323),,1000358013,0.0008,3.83E-05
Point (120.99424440044109019 14.65743858321660831),,1000358013,0.0008,1.98E-05
Point (120.99427225069865699 14.65738132742499289),,1000358013,0.0008,3.78E-05
Point (120.99435696189878797 14.65738020476225323),,1000358013,0.0008,4.00E-05
Point (120.99436044318098027 14.65735438351787323),,1000358013,0.0008,6.58E-05
Point (120.99436856617278124 14.65741612996678001),,1000358013,0.0008,4.18E-06
Point (120.99433955548781228 14.65746103646413268),,1000358013,0.0008,4.11E-05
Point (120.99442310626051267 14.65738357275043136),,1000358013,0.0008,3.74E-05
Point (120.99445559822768814 14.65735550618073901),,1000358013,0.0008,6.59E-05
Point (120.99448809019484941 14.65739143138931055),,1000358013,0.0008,3.04E-05
Point (120.99452638429903573 14.65735550618073901),,1000358013,0.0008,6.68E-05
Point (120.99445791908249248 14.65743296990436484),,1000358013,0.0008,1.15E-05
Point (120.99454959284699385 14.65745317782777235),,1000358013,0.0008,3.06E-05
Point (120.99456351797580567 14.65741725262932782),,1000358013,0.0008,5.51E-06
Point (120.99458904737856813 14.65738469541314615),,1000358013,0.0008,3.84E-05
Point (120.99461805806353709 14.65736448748342546),,1000358013,0.0008,5.90E-05
Point (120.99461457678133058 14.65748124438495914),,1000358013,0.0008,5.78E-05
Point (120.99462153934572939 14.65745879113949535),,1000358013,0.0008,3.53E-05
Point (120.9946633147320938 14.65743970587905487),,1000358013,0.0008,1.57E-05
Point (120.99462966233753036 14.65742062061693396),,1000358013,0.0008,2.97E-06
Point (120.9946598334499015 14.65738694073855974),,1000358013,0.0008,3.70E-05
Point (120.99472017567464377 14.65738694073855974),,1000358013,0.0008,3.78E-05
Point (120.99472249652941969 14.65741163931654967),,1000358013,0.0008,1.31E-05
Point (120.99476311148839613 14.65744756451589836),,1000358013,0.0008,2.23E-05
Point (120.99474222379522814 14.65747787639828204),,1000358013,0.0008,5.29E-05
Point (120.99482229328575045 14.6574430738663164),,1000358012,0.0008,1.71E-05
Point (120.99486522909950281 14.65747450841156763),,1000358012,0.0008,4.81E-05
Point (120.99485594568031388 14.65741388464167194),,1000358012,0.0008,1.24E-05
Point (120.99480952858435501 14.65738132742500532),,1000358012,0.0008,4.45E-05
Point (120.99489888149406625 14.65735775150645814),,1000358012,0.0008,6.90E-05
Point (120.99493021303383955 14.65738581807585916),,1000358012,0.0008,4.12E-05
Point (120.99495226115442392 14.65741837529187563),,1000358012,0.0008,8.92E-06
Point (120.99495574243660201 14.65746889510023898),,1000358012,0.0008,4.16E-05
Point (120.99503233064494623 14.65743746055418661),,1000358012,0.0008,9.32E-06
Point (120.99506598303950966 14.65746215912646555),,1000358012,0.0008,3.37E-05
Point (120.99500564081475318 14.65740265801578346),,1000358012,0.0008,2.52E-05
Point (120.99503465149975057 14.65736561014625394),,1000358012,0.0008,6.26E-05
Point (120.99509963543407309 14.65739479937731105),,1000358012,0.0008,3.40E-05
Point (120.99516577979579779 14.65739255405198627),,1000358012,0.0008,3.70E-05
Point (120.99516577979579779 14.65743184724190584),,1000358012,0.0008,2.30E-06
Point (120.99519595090818314 14.65737010079743818),,1000358012,0.0008,5.98E-05
Point (120.99527253911649893 14.65739704470262339),,1000358012,0.0008,3.36E-05
Point (120.99527137868911097 14.65747226308705642),,1000358012,0.0008,4.16E-05
Point (120.99537465672760561 14.6574677724379594),,1000358012,0.0008,3.60E-05
Point (120.99537001501801115 14.65743746055418661),,1000358012,0.0008,5.76E-06
Point (120.99537697758239574 14.65739592203996189),,1000358012,0.0008,3.58E-05
Point (120.99534912732484315 14.65736897813464878),,1000358012,0.0008,6.25E-05
Point (120.99541179040434713 14.6573644874834379),,1000358012,0.0008,6.76E-05
Point (120.99545588664551587 14.65740041269053506),,1000358012,0.0008,3.22E-05
Point (120.99548257647569471 14.65743746055418661),,1000358012,0.0008,4.58E-06
Point (120.99556264596621702 14.65743970587905487),,1000358011,0.0008,6.07E-06
Point (120.99556264596621702 14.65749471633113465),,1000358011,0.0008,6.11E-05
Point (120.99556264596621702 14.65739592203996189),,1000358011,0.0008,3.77E-05
Point (120.99565199887592826 14.65740153535315926),,1000358011,0.0008,3.27E-05
Point (120.99567752827871914 14.65748685769596982),,1000358011,0.0008,5.25E-05
Point (120.99569725554449917 14.65745430049014253),,1000358011,0.0008,1.98E-05
Point (120.99570885981849244 14.6574251112669991),,1000358011,0.0008,9.46E-06
Point (120.99571118067328257 14.65739255405198627),,1000358011,0.0008,4.20E-05
Point (120.99574135178563949 14.65748798035814815),,1000358011,0.0008,5.32E-05
Point (120.99576688118843038 14.65741612996679244),,1000358011,0.0008,1.88E-05
Point (120.99580633571997623 14.65746328178877178),,1000358011,0.0008,2.81E-05
Point (120.99586899879953705 14.65749920697967212),,1000358011,0.0008,6.36E-05
Point (120.99588176350090407 14.65746103646414689),,1000358011,0.0008,2.54E-05
Point (120.9958249025583541 14.6573981673652618),,1000358011,0.0008,3.72E-05
Point (120.99592121803247835 14.65739367671464954),,1000358011,0.0008,4.23E-05
Point (120.99597343726541965 14.65747338574931113),,1000358011,0.0008,3.71E-05
Point (120.99600128752297223 14.65743970587905487),,1000358011,0.0008,3.26E-06
Point (120.99604190248193447 14.65741388464167194),,1000358011,0.0008,2.28E-05
Point (120.99602681692573469 14.65738132742500532),,1000358011,0.0008,5.53E-05
Point (120.99610804684367338 14.65746889510023898),,1000358011,0.0008,3.18E-05
Point (120.99612081154506882 14.65744195120389648),,1000358011,0.0008,4.73E-06
Point (120.99613473667385222 14.65741725262932782),,1000358011,0.0008,2.01E-05
Point (120.99619391847117811 14.65747899906052609),,1000358011,0.0008,4.13E-05
Point (120.99619623932598245 14.65745430049014253),,1000358011,0.0008,1.66E-05
Point (120.99624961898635433 14.65738694073855974),,1000358011,0.0008,5.11E-05
Point (120.99628327138088935 14.65747226308705642),,1000358011,0.0008,3.40E-05
Point (120.99627514838911679 14.6574430738663164),,1000358011,0.0008,4.87E-06
Point (120.99633549061385906 14.6574430738663164),,1000358010,0.0004,4.46E-06
Point (120.99638887027420253 14.65738469541315858),,1000358010,0.0004,5.43E-05
Point (120.99643760822496574 14.65741388464167194),,1000358010,0.0004,2.55E-05
Point (120.99644341036194817 14.65744868717829341),,1000358010,0.0004,9.25E-06
Point (120.99657918036761828 14.65747338574931113),,1000358010,0.0004,3.29E-05
Point (120.99674744234049228 14.65750818827646818),,1000358009,0.0011,6.64E-05
Point (120.99673815892130335 14.65742735659199347),,1000358010,0.0004,1.43E-05
Point (120.99681706798442349 14.65751492424883118),,1000358009,0.0011,7.26E-05
Point (120.99686812678997683 14.65749022568249416),,1000358009,0.0011,4.76E-05
Point (120.99684955995159896 14.65745430049013009),,1000358009,0.0011,1.18E-05
Point (120.99682403054880808 14.65742735659199347),,1000358009,0.0011,1.50E-05
Point (120.99690990217634123 14.65742735659199347),,1000358009,0.0011,1.56E-05
Point (120.99690526046674677 14.65739143138931055),,1000358009,0.0011,5.15E-05
Point (120.9969284690147191 14.65748124438495914),,1000358009,0.0011,3.81E-05
Point (120.99693078986950923 14.65745879113949535),,1000358009,0.0011,1.57E-05
Point (120.9969911320942515 14.65751267892472676),,1000358009,0.0011,6.91E-05
Point (120.99696328183669891 14.65753737748854491),,1000358009,0.0011,9.40E-05
Point (120.99698881123946137 14.65744756451589836),,1000358009,0.0011,4.01E-06
Point (120.99703174705321373 14.65749134834466005),,1000358009,0.0011,4.75E-05
Point (120.99714546893829947 14.6575104336006099),,1000358009,0.0011,6.49E-05
Point (120.99720697159044391 14.65747563107380991),,1000358009,0.0011,2.90E-05
Point (120.99722669885623816 14.65742735659199347),,1000358009,0.0011,1.97E-05
Point (120.99722669885623816 14.65739592203996189),,1000358009,0.0011,5.11E-05
Point (120.99731141005635493 14.65742286594197807),,1000358009,0.0011,2.57E-05
Point (120.99729284321797707 14.65744868717829341),,1000358009,0.0011,4.39E-07
Point (120.99729864535495949 14.65748798035814815),,1000358009,0.0011,3.96E-05
Point (120.99726615338779823 14.65751492424883118),,1000358009,0.0011,6.72E-05
Point (120.99738103570028613 14.65750032964178828),,1000358009,0.0011,5.04E-05
Point (120.9973856774098806 14.65745317782777235),,1000358009,0.0011,3.20E-06
Point (120.99736246886187985 14.65740041269053506),,1000358009,0.0011,4.91E-05
Point (120.9974796720291863 14.65745991380182645),,1000358009,0.0011,8.18E-06
Point (120.99756902493889754 14.65749920697967212),,1000358009,0.0011,4.58E-05
Point (120.99756206237447032 14.65745879113949535),,1000358009,0.0011,5.52E-06
Point (120.99755742066490427 14.65741725262932782),,1000358009,0.0011,3.59E-05
Point (120.99762240459924101 14.65745991380182645),,1000358009,0.0011,5.52E-06
Point (120.99764561314721334 14.65748236704716412),,1000358009,0.0011,2.75E-05
Point (120.99770595537195561 14.65745879113949535),,1000358009,0.0011,2.84E-06
Point (120.99772220135552914 14.65740265801578346),,1000358009,0.0011,5.36E-05
Point (120.99779066657207238 14.65740939399137766),,1000358009,0.0011,4.81E-05
Point (120.99781619597483484 14.65743296990437727),,1000358009,0.0011,2.50E-05
Point (120.99777209973369452 14.65745766847716425),,1000358009,0.0011,4.80E-07
Point (120.99776049545971546 14.65748573503377727),,1000358009,0.0011,2.88E-05
Point (120.99783940452282138 14.65748573503377727),,1000358009,0.0011,2.73E-05
Point (120.99784520665980381 14.65745654581481894),,1000358009,0.0011,2.01E-06
Point (120.99791367187634705 14.65749583899327568),,1000358008,0.0005,3.77E-05
Point (120.99793223871472492 14.65746440445107801),,1000358008,0.0005,6.44E-06
Point (120.99792875743253262 14.6574296019169612),,1000358008,0.0005,2.84E-05
Point (120.99798329752030668 14.65748798035814815),,1000358008,0.0005,3.06E-05
Point (120.99800534564086263 14.65746440445107801),,1000358008,0.0005,7.26E-06
Point (120.99802159162443616 14.65743633789174183),,1000358008,0.0005,2.06E-05
Point (120.99800302478605829 14.65740939399137766),,1000358008,0.0005,4.78E-05
Point (120.99811326538896594 14.65743633789174183),,1000358008,0.0005,1.96E-05
Point (120.99817360761370821 14.65746777243794519),,1000358008,0.0005,1.25E-05
Point (120.99823394983845049 14.65741612996678001),,1000358008,0.0005,3.84E-05
Point (120.9980448001724227 14.65751155626267455),,1000358008,0.0005,5.49E-05
Point (120.99809817983278037 14.65740939399137766),,1000358008,0.0005,4.67E-05
Point (120.99833241914380721 14.65741034343458082),,1000358007,0.0002,4.34E-05
Point (120.99843453675488547 14.65745075928368912),,1000358007,0.0002,3.74E-06
Point (120.99857378804273367 14.65743279668500776),,1000358006,0.0003,2.28E-05
Point (120.99870607676619727 14.65742381538510664),,1000358006,0.0003,3.27E-05
Point (120.99878034411975136 14.6574305513600649),,1000358005,0.0005,2.66E-05
Point (120.99891031198841063 14.65745075928368912),,1000358005,0.0005,7.32E-06
Point (120.99887782002126357 14.65741483408485024),,1000358005,0.0005,4.30E-05
Point (120.99898922105153076 14.65741483408485024),,1000358005,0.0005,4.38E-05
Point (120.99903563814748964 14.65745524993311832),,1000358005,0.0005,3.76E-06
Point (120.99914471832298091 14.65745749525780717),,1000358005,0.0005,2.33E-06
Point (120.99916792687095324 14.65742157006008739),,1000358005,0.0005,3.84E-05
Point (120.99923523166010852 14.65744626863415867),,1000358005,0.0005,1.42E-05
Point (120.99933270756162074 14.65746423123172093),,1000261218,0.0006,3.95E-06
Point (120.99929325303006067 14.65747994850339886),,1000261218,0.0006,1.94E-05
Point (120.99927932790124885 14.65743279668500776),,1000261218,0.0006,2.78E-05
Point (120.99938840807674012 14.65742830603509539),,1000261218,0.0006,3.17E-05
Point (120.99997094263100905 14.6574305513600649),,1000261217,0.0001,2.60E-05
Point (121.00015429016002599 14.65744626863415867),,1000261219,0.0005,9.25E-06
Point (121.00101068558039685 14.65744177798452696),,1000346877,0.001,1.36E-05
Point (121.00144700628236194 14.65749454311181665),,1000346877,0.001,3.58E-05
Point (121.00152127363588761 14.6574833164900511),,1000346877,0.001,2.40E-05
Point (121.00159322013463736 14.65748556181444684),,1000346877,0.001,2.56E-05
Point (121.00168605432652669 14.65749005246317616),,1000160898,0.0003,2.94E-05
Point (121.00188564783914558 14.6574833164900511),,1000160898,0.0003,2.13E-05
Point (121.00221056751081505 14.65749903376035412),,1000286482,0.0003,3.27E-05
Point (121.00223609691360593 14.65745637259547607),,1000286482,0.0003,9.49E-06
Point (121.00180209706641676 14.65747658051672175),,1000160898,0.0003,1.52E-05
Point (121.0020063322886017 14.6574833164900511),,1000286483,0.0001,1.65E-05
Point (121.00244729470018967 14.65747433519223719),,1000286480,0.0008,6.53E-06
Point (121.00240087760424501 14.65754394024072305),,1000286481,0.0001,7.80E-05
Point (121.00243104871663036 14.65756863880100447),,1000286480,0.0008,0.000101417
Point (121.00253548718251295 14.65757762009496368),,1000286480,0.0008,0.00010612
Point (121.00267938017998404 14.65754618556449707),,1000286480,0.0008,6.88E-05
Point (121.00272347642115278 14.65750352440880278),,1000286480,0.0008,2.44E-05
Point (121.00270258872795637 14.65746535389403959),,1000286480,0.0008,1.29E-05
Point (121.00286272770900098 14.65751026038130611),,1000286480,0.0008,2.54E-05
Point (121.00291146565976419 14.65747882584118145),,1000286480,0.0008,7.96E-06
Point (121.00305303780241672 14.65751250570543363),,1000286480,0.0008,1.99E-05
Point (121.00306464207639578 14.65757986541839308),,1000286480,0.0008,8.67E-05
Point (121.003162117977908 14.65754394024072305),,1000286480,0.0008,4.68E-05
Point (121.00314355113953013 14.65751250570543363),,1000286480,0.0008,1.62E-05
Point (121.00317604310670561 14.65748556181444684),,1000286480,0.0008,1.21E-05
Point (121.00323406447662933 14.65751475102953805),,1000286479,0.0003,1.52E-05
Point (121.0032944067013716 14.65755965750667578),,1000286479,0.0003,5.84E-05
Point (121.00334314465213481 14.65752822297363878),,1000286479,0.0003,2.57E-05
Point (121.00344758311803162 14.65752597764967469),,1000286479,0.0003,2.06E-05
Point (121.00353113389074622 14.65758884671188156),,1000286478,0.0006,8.11E-05
Point (121.00372608569374222 14.65758211074178519),,1000286478,0.0006,6.90E-05
Point (121.00428773255477211 14.65758884671188156),,1000286477,0.0025,6.18E-05
Point (121.00444322982623646 14.65762477188218504),,1000286477,0.0025,9.49E-05
Point (121.00456623513051113 14.65754843088824444),,1000286477,0.0025,1.64E-05
Point (121.00466139017723322 14.65750801505716261),,1000286477,0.0025,2.58E-05
Point (121.00470780727316367 14.65759109203520971),,1000286477,0.0025,5.65E-05
Point (121.00467067359642215 14.65762252655921394),,1000286477,0.0025,8.86E-05
Point (121.00489115480218061 14.65754169491692593),,1000286477,0.0025,3.76E-06
Point (121.00515109053954177 14.6575192416776563),,1000286477,0.0025,2.34E-05
Point (121.0052624915698658 14.65753944959310218),,1000286477,0.0025,5.22E-06
Point (121.00672695094723963 14.65763375317384209),,1000286476,0.0002,6.27E-05
Point (121.00673623436642856 14.65755965750667578),,1000286476,0.0002,1.15E-05
Point (121.0068986942022633 14.65765845172399651),,1000286475,0.0007,8.33E-05
Point (121.00736286516182361 14.65755741218302965),,1000286475,0.0007,2.97E-05
Point (121.00742552824132758 14.65759333735848635),,1000286475,0.0007,4.84E-06
Point (121.00740928225775406 14.65764273446511723),,1000286475,0.0007,5.46E-05
Point (121.00753460841684728 14.65761354526710036),,1000286474,0.0002,2.26E-05
Point (121.00760887577037295 14.65759109203520971),,1000286474,0.0002,1.42E-06
Point (121.00764136773753421 14.65757762009495124),,1000286474,0.0002,1.56E-05
Point (121.00773420192945196 14.65756190283029703),,1000286473,0.0031,3.32E-05
Point (121.00771331423628396 14.65762252655921394),,1000286473,0.0031,2.78E-05
Point (121.00771099338147962 14.65766069704659991),,1000286473,0.0031,6.61E-05
Point (121.00826103596853045 14.65756190283029703),,1000286473,0.0031,4.37E-05
Point (121.00821229801778145 14.65761803591320778),,1000286473,0.0031,1.34E-05
Point (121.00835851187002845 14.65758435606518795),,1000286473,0.0031,2.32E-05
Point (121.00846759204551972 14.65761354526710036),,1000286473,0.0031,3.84E-06
Point (121.00857667222101099 14.65758884671188156),,1000286473,0.0031,2.30E-05
Point (121.00910118540531357 14.65765171575604953),,1000286473,0.0031,2.94E-05
Point (121.0091870570328183 14.65760231865144014),,1000286473,0.0031,2.17E-05
Point (121.00940521738380085 14.65765171575604953),,1000286473,0.0031,2.33E-05
Point (121.00945395533456406 14.65758435606518795),,1000286473,0.0031,4.50E-05
Point (121.00959320662241225 14.65766967833678081),,1000286473,0.0031,3.76E-05
Point (121.00990420116532675 14.65765620640136824),,1000286473,0.0031,1.79E-05
Point (121.00990420116532675 14.65761354526710036),,1000286473,0.0031,2.48E-05
Point (121.0102128748534227 14.65762252655921394),,1000286473,0.0031,2.19E-05
Point (121.01023840425618516 14.6576606970465857),,1000286473,0.0031,1.57E-05
Point (121.01058421162105105 14.65767416898173003),,1000286473,0.0031,2.23E-05
Point (121.01062134529782099 14.65770111284951227),,1000286473,0.0031,4.85E-05
Point (121.01068865008696207 14.65771233946012053),,1000286473,0.0031,5.84E-05
Point (121.01078380513365573 14.65761129994401379),,1000286473,0.0031,4.45E-05
Point (121.01118763386845956 14.65762477188218504),,1000286471,0.0008,3.76E-05
Point (121.01125958036720931 14.65758435606518795),,1000286471,0.0008,7.90E-05
Point (121.01134081028511957 14.65761354526710036),,1000286471,0.0008,5.08E-05
Point (121.01154736636210885 14.65759782800500233),,1000286471,0.0008,6.89E-05
Point (121.01162163371564873 14.65762252655921394),,1000286471,0.0008,4.51E-05
Point (121.01167733423079653 14.65764497978788583),,1000286471,0.0008,2.33E-05
Point (121.01192566569415021 14.65767865962659222),,1000286470,0.0022,6.23E-06
Point (121.01220416826986082 14.65768315027136381),,1000286470,0.0022,5.81E-06
Point (121.01235502383171649 14.65769437688287624),,1000286470,0.0022,1.44E-05
Point (121.01247802913600538 14.65767192365926874),,1000286470,0.0022,1.02E-05
Point (121.01258478845670652 14.65762252655921394),,1000286470,0.0022,6.15E-05
Point (121.01271707718017012 14.65764947043334487),,1000286470,0.0022,3.69E-05
Point (121.01310233907659608 14.65764273446511723),,1000286470,0.0022,5.04E-05
Point (121.01312090591497395 14.65773254735775488),,1000286470,0.0022,3.91E-05
Point (121.01324623207405295 14.65763150785095981),,1000286470,0.0022,6.42E-05
Point (121.01331353686317982 14.65768764091603416),,1000286470,0.0022,9.24E-06
Point (121.01345510900583236 14.65763375317384209),,1000286470,0.0022,6.56E-05
Point (121.01369647790481565 14.65772581139207098),,1000286470,0.0022,2.22E-05
Point (121.01373129072676704 14.65768764091603416),,1000286470,0.0022,1.66E-05
Point (121.01388446714342706 14.65767865962659222),,1000286470,0.0022,2.83E-05
Point (121.01400747244770173 14.65767865962659222),,1000286469,0.0004,3.04E-05
Point (121.01406549381765387 14.65764273446511723),,1000286469,0.0004,6.74E-05
Point (121.01415136544517281 14.65768988623834446),,1000286469,0.0004,2.17E-05
Point (121.0141444028807598 14.65772805671398693),,1000286469,0.0004,1.65E-05
Point (121.01441826374690436 14.6577235660701426),,1000286468,0.0015,7.64E-06
Point (121.01440201776333083 14.6576853955937132),,1000286468,0.0015,3.03E-05
Point (121.01443218887571618 14.65764947043334487),,1000286468,0.0015,6.66E-05
Point (121.01450413537440909 14.65771233946012053),,1000286468,0.0015,4.79E-06
Point (121.01449253110043003 14.65776847250448434),,1000286468,0.0015,5.15E-05
Point (121.01458536529234777 14.65767641430416823),,1000286468,0.0015,4.18E-05
Point (121.01471301230618849 14.65767865962659222),,1000286468,0.0015,4.14E-05
Point (121.0146781994842371 14.65771683010419402),,1000286468,0.0015,2.74E-06
Point (121.0146851620486359 14.65777296314739786),,1000286468,0.0015,5.33E-05
Point (121.01481745077209951 14.65768988623834446),,1000286468,0.0015,3.16E-05
Point (121.01487083043244297 14.65770784881594579),,1000286468,0.0015,1.44E-05
Point (121.01497062718875952 14.65771009413803938),,1000286468,0.0015,1.36E-05
Point (121.01498687317233305 14.65765845172399651),,1000286468,0.0015,6.54E-05
Point (121.01504953625186545 14.65768090494899134),,1000286468,0.0015,4.39E-05
Point (121.01505417796145991 14.65774601928845833),,1000286468,0.0015,2.12E-05
Point (121.01502632770390733 14.65778418975432906),,1000286468,0.0015,5.97E-05
Point (121.01490100154482832 14.65777520846883064),,1000286468,0.0015,5.25E-05
Point (121.01547889438947436 14.65772805671398693),,1000286468,0.0015,2.75E-06
Point (121.01551138635662141 14.65768988623834446),,1000286468,0.0015,4.14E-05
Point (121.01548353609905462 14.65765845172399651),,1000286468,0.0015,7.24E-05
Point (121.01559029541974155 14.6577617365399071),,1000286468,0.0015,2.94E-05
Point (121.01565992106368697 14.65771009413803938),,1000286468,0.0015,2.33E-05
Point (121.01576900123916403 14.65776622718297517),,1000286467,0.0002,3.13E-05
Point (121.01590593167225052 14.65766967833678081),,1000286467,0.0002,6.84E-05
Point (121.01602197441212638 14.65770560349382734),,1000286466,0.0015,3.49E-05
Point (121.01603125783131532 14.65779092571819398),,1000286466,0.0015,5.03E-05
Point (121.01632832724543221 14.65772581139207098),,1000286466,0.0015,1.93E-05
Point (121.01636778177699227 14.65768988623834446),,1000286466,0.0015,5.59E-05
Point (121.01645133254970688 14.65776398186146778),,1000286466,0.0015,1.70E-05
Point (121.01650935391964481 14.65769437688287624),,1000286466,0.0015,5.35E-05
Point (121.01654648759641475 14.65773030203587624),,1000286466,0.0015,1.82E-05
Point (121.01671823085145263 14.65776398186146778),,1000286466,0.0015,1.29E-05
Point (121.0168064233337617 14.65770784881594579),,1000286466,0.0015,4.46E-05
Point (121.01691318265446284 14.65772805671398693),,1000286466,0.0015,2.60E-05
Point (121.01703850881352764 14.65773479267958024),,1000286466,0.0015,2.12E-05
Point (121.01707796334510192 14.65770784881594579),,1000286466,0.0015,4.87E-05
Point (121.0172357814713564 14.65774377396673422),,1000286466,0.0015,1.52E-05
Point (121.01733789908243466 14.65777969911163048),,1000286466,0.0015,1.91E-05
Point (121.01741216643596033 14.6577145847821626),,1000286466,0.0015,4.71E-05
Point (121.01748643378950021 14.65779092571819398),,1000286465,0.0013,2.81E-05
Point (121.0175746262718377 14.6577145847821626),,1000286465,0.0013,5.06E-05
Point (121.01748411293471008 14.65769437688287624),,1000286466,0.0015,6.84E-05
Point (121.01783456200917044 14.65773928332319542),,1000286465,0.0013,3.31E-05
Point (121.01799934269980952 14.65779766168185283),,1000286465,0.0013,2.08E-05
Point (121.01817804851923199 14.65773030203587624),,1000286465,0.0013,5.14E-05
Point (121.01826392014676514 14.65775500057514158),,1000286465,0.0013,2.91E-05
Point (121.01841477570860661 14.65773254735775488),,1000286465,0.0013,5.57E-05
Point (121.01851457246490895 14.65771009413803938),,1000286465,0.0013,8.09E-05
Point (121.01857491468965122 14.65773030203587624),,1000286465,0.0013,6.23E-05
Point (121.01856331041567216 14.6577594912183482),,1000286465,0.0013,3.28E-05
Point (121.01873041196108716 14.65774826461015756),,1000286465,0.0013,4.86E-05
Point (121.01870024084873023 14.65777745379023678),,1000286465,0.0013,1.86E-05
Point (121.01889287179693611 14.65782909617622742),,1000286490,0.0002,3.36E-05
Point (121.01895321402167838 14.65780664296643643),,1000286490,0.0002,1.52E-05
Point (121.01887198410373969 14.65777969911161804),,1000286490,0.0002,1.71E-05
